Term	Count	PValue
Porphyrin metabolism	6	7.84E-05
Biosynthesis of cofactors	8	1.67E-04
Apoptosis	7	0.001189335
Glycolysis / Gluconeogenesis	5	0.001191998
Tyrosine metabolism	4	0.001528104
Cytokine-cytokine receptor interaction	7	0.00183923
Phagosome	6	0.00326148
Arachidonic acid metabolism	4	0.005482026
Biosynthesis of amino acids	4	0.014471052
Purine metabolism	5	0.016761385
